Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_Cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_Cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating
2025-02-03 00:00:00,06:32:20,CNR0007514,Incomplete,CUST66908,Auto,Grant Road,Taloja,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-07 00:00:00,17:58:15,CNR0007515,Incomplete,CUST94981,Prime SUV,Ghansoli,Mumbai Central,,,No,,No,,Yes,Customer Demand,,,,
2025-02-17 00:00:00,07:37:09,CNR0007516,Incomplete,CUST65509,eBike,Worli,Chembur,,,No,,No,,Yes,Other Issue,,,,
2025-02-04 00:00:00,22:53:16,CNR0007517,Cancelled by Driver,CUST57639,Bike,Lower Parel,Worli,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-22 00:00:00,23:51:53,CNR0007518,Success,CUST25533,Auto,Thane,Parel,3.12,14.62,No,,No,,No,,529.64,13.84,4.84,3.7
2025-02-09 00:00:00,04:30:40,CNR0007519,Incomplete,CUST53716,Prime Plus,Goregaon,Andheri,,,No,,No,,Yes,Other Issue,,,,
2025-02-22 00:00:00,04:28:36,CNR0007520,Cancelled by Driver,CUST23672,Prime SUV,Malad,Vile Parle,,,No,,Yes,Customer related issue,No,,,,,
2025-02-12 00:00:00,08:05:22,CNR0007521,Incomplete,CUST99749,Prime Plus,Marine Lines,Koparkhairane,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-23 00:00:00,01:12:58,CNR0007522,Success,CUST27749,Bike,Parel,Worli,5.5,6.26,No,,No,,No,,1289.08,11.15,4.19,3.97
2025-02-06 00:00:00,17:33:15,CNR0007523,Success,CUST94333,Bike,Wadala,Bandra,3.72,6.62,No,,No,,No,,1186.57,13.19,4.41,3.86
2025-02-05 00:00:00,08:21:18,CNR0007524,Success,CUST71299,eBike,Ghatkopar,Ghansoli,9.95,5.41,No,,No,,No,,588.91,11,3.7,4.11
2025-02-13 00:00:00,03:07:20,CNR0007525,Cancelled by Driver,CUST61883,Bike,Santacruz,Nerul,,,No,,Yes,Customer related issue,No,,,,,
2025-02-20 00:00:00,02:47:51,CNR0007526,Success,CUST80330,Bike,Kurla,Wadala,6.75,2.89,No,,No,,No,,231.61,23.48,4.75,4.32
2025-02-23 00:00:00,15:24:50,CNR0007527,Cancelled by Driver,CUST38654,Prime Plus,Kharghar,Panvel,,,No,,Yes,Customer related issue,No,,,,,
2025-02-21 00:00:00,00:20:44,CNR0007528,Incomplete,CUST11074,Auto,Airoli,Sion,,,No,,No,,Yes,Other Issue,,,,
2025-02-21 00:00:00,03:44:30,CNR0007529,Success,CUST29102,Bike,Borivali,Mira Road,6.32,14.69,No,,No,,No,,378.58,10.2,4.69,4.5
2025-02-09 00:00:00,07:34:46,CNR0007530,Success,CUST60973,Prime SUV,Dahisar,Prabhadevi,3.67,4.86,No,,No,,No,,362.3,16.02,4.95,4.1
2025-02-01 00:00:00,09:15:51,CNR0007531,Success,CUST30115,Prime SUV,Dahisar,Churchgate,2.1,7.53,No,,No,,No,,133.9,24.03,3.63,3.56
2025-02-27 00:00:00,23:49:36,CNR0007532,Success,CUST25688,Mini,Colaba,Seawoods,2.85,9.21,No,,No,,No,,499.94,28.14,3.76,3.7
2025-02-19 00:00:00,15:40:28,CNR0007533,Cancelled by Driver,CUST18268,Bike,Kurla,Dahisar,,,No,,Yes,Customer related issue,No,,,,,
2025-02-02 00:00:00,23:09:17,CNR0007534,Incomplete,CUST39691,Prime SUV,Kandivali,Dombivli,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-06 00:00:00,19:50:20,CNR0007535,Cancelled by Driver,CUST84296,eBike,Dombivli,Jogeshwari,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-25 00:00:00,22:56:38,CNR0007536,Success,CUST60836,Prime Sedan,Seawoods,Matunga,2.63,5.13,No,,No,,No,,943.5,21.09,4.25,4.78
2025-02-19 00:00:00,05:46:18,CNR0007537,Cancelled by Customer,CUST35473,Prime Sedan,Grant Road,Panvel,,,Yes,Wrong Address,No,,No,,,,,
2025-02-01 00:00:00,21:46:32,CNR0007538,Cancelled by Driver,CUST95149,Prime SUV,Wadala,Ulwe,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-20 00:00:00,04:41:31,CNR0007539,Success,CUST38620,Auto,Airoli,Santacruz,5.96,11.01,No,,No,,No,,695.04,15.62,4.13,3.58
2025-02-07 00:00:00,14:02:46,CNR0007540,Success,CUST14722,Prime SUV,Airoli,Seawoods,8.62,8.78,No,,No,,No,,888.01,7.53,3.76,4.3
2025-02-04 00:00:00,16:39:18,CNR0007541,Cancelled by Driver,CUST12482,Auto,Byculla,Wadala,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-18 00:00:00,11:19:36,CNR0007542,Success,CUST56459,Auto,Belapur,Vashi,5.03,9.94,No,,No,,No,,1312.78,17.33,4.17,4.61
2025-02-05 00:00:00,12:01:46,CNR0007543,Success,CUST31102,Prime Plus,Panvel,Panvel,8.12,14.5,No,,No,,No,,615.36,10.25,4.19,4.54
2025-02-13 00:00:00,00:22:05,CNR0007544,Incomplete,CUST25397,Prime Sedan,Kalamboli,Borivali,,,No,,No,,Yes,Other Issue,,,,
2025-02-23 00:00:00,01:34:54,CNR0007545,Cancelled by Driver,CUST73216,Mini,Seawoods,Colaba,,,No,,Yes,Personal & Car related issues,No,,,,,
2025-02-19 00:00:00,09:03:47,CNR0007546,Cancelled by Customer,CUST37487,Mini,Marine Lines,Andheri,,,Yes,Change of plans,No,,No,,,,,
2025-02-15 00:00:00,01:22:41,CNR0007547,Cancelled by Driver,CUST35031,Prime Plus,Mira Road,Mumbai Central,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-27 00:00:00,04:46:23,CNR0007548,Incomplete,CUST80947,Prime Sedan,CBD Belapur,Sion,,,No,,No,,Yes,Other Issue,,,,
2025-02-05 00:00:00,01:43:10,CNR0007549,Cancelled by Driver,CUST17368,Auto,Ghansoli,Dombivli,,,No,,Yes,Customer related issue,No,,,,,
2025-02-21 00:00:00,08:45:37,CNR0007550,Incomplete,CUST88643,Bike,Kalamboli,Mulund,,,No,,No,,Yes,Customer Demand,,,,
2025-02-18 00:00:00,15:24:50,CNR0007551,Success,CUST87826,Mini,Juhu,Lower Parel,5.08,11.7,No,,No,,No,,912.68,13.86,4.21,3.73
2025-02-22 00:00:00,04:34:07,CNR0007552,Success,CUST67131,eBike,Juhu,Dadar,7.45,6.65,No,,No,,No,,1001.48,15.86,3.57,4.99
2025-02-09 00:00:00,03:28:54,CNR0007553,Success,CUST81715,Prime SUV,Malad,Jogeshwari,5.72,7.37,No,,No,,No,,722.41,12.36,4.03,4.39
2025-02-18 00:00:00,09:49:55,CNR0007554,Incomplete,CUST39941,Bike,Panvel,Ghansoli,,,No,,No,,Yes,Customer Demand,,,,
2025-02-18 00:00:00,06:10:31,CNR0007555,Success,CUST48883,Prime Plus,Ulwe,Taloja,6.85,3.75,No,,No,,No,,542.7,8.8,3.71,4.29
2025-02-13 00:00:00,11:37:20,CNR0007556,Success,CUST46899,Auto,Dadar,Ulwe,3.99,10.16,No,,No,,No,,877.36,14.65,4.12,3.67
2025-02-03 00:00:00,12:01:29,CNR0007557,Incomplete,CUST49510,Mini,Parel,Ghatkopar,,,No,,No,,Yes,Customer Demand,,,,
2025-02-22 00:00:00,07:30:12,CNR0007558,Cancelled by Driver,CUST17975,Auto,Borivali,Mumbai Central,,,No,,Yes,Personal & Car related issues,No,,,,,
2025-02-15 00:00:00,12:59:19,CNR0007559,Success,CUST95612,Prime SUV,Taloja,Ghatkopar,4.12,9.14,No,,No,,No,,613.72,20.45,4.98,4.73
2025-02-01 00:00:00,16:11:25,CNR0007560,Success,CUST14375,Prime Sedan,Colaba,Andheri,9.24,2.85,No,,No,,No,,1339.41,9.01,4.86,3.81
2025-02-09 00:00:00,09:20:51,CNR0007561,Success,CUST78916,Prime Plus,Bandra,Taloja,5.36,3.23,No,,No,,No,,362.8,17.54,4.64,4.55
2025-02-01 00:00:00,16:18:09,CNR0007562,Success,CUST63862,Prime SUV,Chembur,Andheri,7.43,13.64,No,,No,,No,,810.95,14.12,4.4,3.9
2025-02-11 00:00:00,00:49:02,CNR0007563,Success,CUST56669,Prime Sedan,CBD Belapur,Kharghar,8.91,2.87,No,,No,,No,,980.93,3.4,3.76,4.95
2025-02-06 00:00:00,17:58:58,CNR0007564,Success,CUST88140,Mini,Kharghar,Jogeshwari,3.03,8.77,No,,No,,No,,902.52,10.04,4.72,3.5
2025-02-15 00:00:00,19:32:32,CNR0007565,Cancelled by Driver,CUST37693,Prime SUV,Powai,Ulwe,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-28 00:00:00,05:04:46,CNR0007566,Success,CUST69896,Bike,Ulwe,Charni Road,2.03,8.9,No,,No,,No,,1252.67,13.16,4.47,3.98
2025-02-26 00:00:00,18:13:34,CNR0007567,Success,CUST42297,Mini,Nerul,Dahisar,9.47,10.38,No,,No,,No,,1334.68,24.52,4.32,4.54
2025-02-18 00:00:00,19:04:20,CNR0007568,Success,CUST12464,Mini,Grant Road,Malad,7.51,9.61,No,,No,,No,,453.55,13,4.33,3.95
2025-02-12 00:00:00,18:33:58,CNR0007569,Success,CUST36274,Prime Plus,Ulwe,Ulwe,5.88,2.88,No,,No,,No,,1091.92,21.29,4.16,3.57
2025-02-12 00:00:00,15:50:12,CNR0007570,Cancelled by Customer,CUST77444,eBike,Kharghar,Seawoods,,,Yes,Change of plans,No,,No,,,,,
2025-02-25 00:00:00,19:03:55,CNR0007571,Success,CUST45626,eBike,Colaba,Lower Parel,6.98,4.83,No,,No,,No,,1475.94,15.55,3.57,4.38
2025-02-23 00:00:00,21:13:38,CNR0007572,Incomplete,CUST66249,Prime Plus,Mumbai Central,Belapur,,,No,,No,,Yes,Customer Demand,,,,
2025-02-09 00:00:00,13:11:21,CNR0007573,Success,CUST16791,Prime Plus,Vashi,Seawoods,2.88,5.24,No,,No,,No,,967.13,9.2,3.78,4.59
2025-02-10 00:00:00,10:27:40,CNR0007574,Success,CUST11464,Prime Plus,Dahisar,Taloja,7.17,12.09,No,,No,,No,,335.18,3.96,3.59,4.82
2025-02-09 00:00:00,23:45:36,CNR0007575,Success,CUST11727,Prime SUV,Bandra,Bandra,4.56,6.56,No,,No,,No,,567.86,28.32,4.91,4.29
2025-02-19 00:00:00,18:58:24,CNR0007576,Success,CUST64194,Prime Sedan,Koparkhairane,Marine Lines,8.9,12.01,No,,No,,No,,1344.87,17.23,4.7,4.77
2025-02-26 00:00:00,03:25:55,CNR0007577,Success,CUST68435,Prime SUV,Malad,Mira Road,2.54,11.77,No,,No,,No,,242.46,15.75,4.24,4.5
2025-02-09 00:00:00,08:26:24,CNR0007578,Success,CUST21991,Prime SUV,Matunga,Khar,4.38,11.31,No,,No,,No,,740.07,27.93,4.72,4.8
2025-02-16 00:00:00,02:05:57,CNR0007579,Cancelled by Driver,CUST17791,Prime Sedan,Jogeshwari,Dadar,,,No,,Yes,Customer related issue,No,,,,,
2025-02-10 00:00:00,23:37:04,CNR0007580,Incomplete,CUST56928,Auto,Kharghar,Bandra,,,No,,No,,Yes,Customer Demand,,,,
2025-02-20 00:00:00,20:40:02,CNR0007581,Cancelled by Customer,CUST10391,Prime SUV,Malad,Juhu,,,Yes,Wrong Address,No,,No,,,,,
2025-02-13 00:00:00,03:28:13,CNR0007582,Success,CUST50393,eBike,Thane,Belapur,8.68,10.25,No,,No,,No,,1094.92,2.01,3.78,4.31
2025-02-13 00:00:00,16:08:19,CNR0007583,Success,CUST82964,Prime Plus,Churchgate,Colaba,7.36,14.07,No,,No,,No,,290.18,24.66,4.55,4.27
2025-02-12 00:00:00,14:57:45,CNR0007584,Cancelled by Driver,CUST18321,Auto,Kharghar,Ghatkopar,,,No,,Yes,Personal & Car related issues,No,,,,,
2025-02-06 00:00:00,22:02:50,CNR0007585,Incomplete,CUST26649,Prime SUV,Chembur,Sion,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-26 00:00:00,04:24:36,CNR0007586,Incomplete,CUST75881,Prime SUV,Koparkhairane,Dombivli,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-23 00:00:00,04:57:19,CNR0007587,Cancelled by Driver,CUST35704,Mini,Worli,Airoli,,,No,,Yes,Customer related issue,No,,,,,
2025-02-26 00:00:00,12:09:25,CNR0007588,Cancelled by Driver,CUST38677,Auto,Vashi,CBD Belapur,,,No,,Yes,Customer related issue,No,,,,,
2025-02-13 00:00:00,16:02:36,CNR0007589,Success,CUST25473,Prime SUV,Koparkhairane,Churchgate,5.37,13.9,No,,No,,No,,1113.68,15.32,4,4.74
2025-02-04 00:00:00,20:33:41,CNR0007590,Cancelled by Driver,CUST96327,Mini,Santacruz,Matunga,,,No,,Yes,Personal & Car related issues,No,,,,,
2025-02-22 00:00:00,03:59:12,CNR0007591,Success,CUST62068,Auto,Mumbai Central,CBD Belapur,3.42,12.21,No,,No,,No,,1076.7,29.25,4.37,3.62
2025-02-15 00:00:00,15:15:04,CNR0007592,Success,CUST10151,Bike,Kandivali,Ghatkopar,5.43,2.19,No,,No,,No,,1100.47,27.4,4.3,4.6
2025-02-01 00:00:00,08:50:04,CNR0007593,Success,CUST44225,Mini,Taloja,Mumbai Central,3.99,14.37,No,,No,,No,,235.81,1.35,3.86,3.88
2025-02-12 00:00:00,15:28:33,CNR0007594,Success,CUST46181,Prime Sedan,Byculla,Marine Lines,6.86,6.14,No,,No,,No,,289.72,8.22,4.55,4.06
2025-02-05 00:00:00,17:11:08,CNR0007595,Success,CUST54871,Prime SUV,Nerul,Kalyan,5.17,13.08,No,,No,,No,,1479.28,15.14,4.81,3.72
2025-02-23 00:00:00,22:37:38,CNR0007596,Cancelled by Customer,CUST90589,Prime Sedan,Powai,Ghansoli,,,Yes,Change of plans,No,,No,,,,,
2025-02-28 00:00:00,01:02:57,CNR0007597,Success,CUST44695,Prime SUV,Kurla,Byculla,4.03,5.58,No,,No,,No,,445.76,18.15,3.94,4.85
2025-02-16 00:00:00,07:06:26,CNR0007598,Success,CUST92863,Prime Sedan,Malad,Belapur,5.43,3.66,No,,No,,No,,959.46,24.06,3.86,3.95
2025-02-08 00:00:00,22:37:26,CNR0007599,Cancelled by Driver,CUST12220,Prime Plus,Kalyan,Jogeshwari,,,No,,Yes,Customer related issue,No,,,,,
2025-02-05 00:00:00,06:45:24,CNR0007600,Success,CUST29788,Prime Plus,Juhu,Powai,9.67,12.47,No,,No,,No,,272.16,8.3,4.52,4.9
2025-02-02 00:00:00,17:02:27,CNR0007601,Success,CUST33640,eBike,Ulwe,Panvel,6.09,6.34,No,,No,,No,,351.59,28.24,3.66,3.92
2025-02-08 00:00:00,21:44:06,CNR0007602,Success,CUST11675,eBike,Panvel,Bhayandar,4.8,7.44,No,,No,,No,,667.23,29.08,4.34,4.41
2025-02-19 00:00:00,16:27:21,CNR0007603,Cancelled by Driver,CUST10118,Prime SUV,Lower Parel,CBD Belapur,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-15 00:00:00,15:13:56,CNR0007604,Incomplete,CUST94929,Bike,Taloja,Andheri,,,No,,No,,Yes,Customer Demand,,,,
2025-02-19 00:00:00,16:54:17,CNR0007605,Cancelled by Driver,CUST61473,Prime SUV,Vashi,CBD Belapur,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-14 00:00:00,21:44:04,CNR0007606,Success,CUST10717,Prime Plus,Kharghar,Powai,2.92,10.09,No,,No,,No,,827.79,5.33,3.56,4.85
2025-02-05 00:00:00,03:12:07,CNR0007607,Cancelled by Driver,CUST46590,Prime Plus,Colaba,Ghatkopar,,,No,,Yes,Customer related issue,No,,,,,
2025-02-25 00:00:00,04:41:57,CNR0007608,Cancelled by Driver,CUST86311,Prime SUV,Vashi,Nerul,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-06 00:00:00,15:46:40,CNR0007609,Success,CUST99294,Bike,Nerul,Ghatkopar,9.8,13.83,No,,No,,No,,622.38,24.54,3.93,3.66
2025-02-16 00:00:00,04:46:34,CNR0007610,Cancelled by Driver,CUST83983,eBike,Prabhadevi,Taloja,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-06 00:00:00,11:15:37,CNR0007611,Incomplete,CUST35009,Prime SUV,Bandra,Vashi,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-06 00:00:00,14:54:51,CNR0007612,Incomplete,CUST44722,Mini,Colaba,CBD Belapur,,,No,,No,,Yes,Customer Demand,,,,
2025-02-03 00:00:00,15:27:56,CNR0007613,Success,CUST82951,Prime Sedan,Colaba,Matunga,7.61,10.71,No,,No,,No,,1086.71,25.37,4.36,4.86
2025-02-28 00:00:00,22:02:25,CNR0007614,Cancelled by Driver,CUST81257,Auto,Ulwe,Churchgate,,,No,,Yes,Personal & Car related issues,No,,,,,
2025-02-12 00:00:00,19:28:50,CNR0007615,Success,CUST83276,eBike,Ghansoli,Prabhadevi,6.04,8.6,No,,No,,No,,730.21,24.92,3.74,3.78
2025-02-27 00:00:00,22:23:54,CNR0007616,Success,CUST95492,Prime Plus,Khar,Grant Road,9.69,13.25,No,,No,,No,,150.64,16.39,4.79,4.56
2025-02-17 00:00:00,19:43:08,CNR0007617,Success,CUST16836,Prime Plus,Khar,CBD Belapur,5.08,6.83,No,,No,,No,,691.1,22.5,3.7,3.97
2025-02-09 00:00:00,18:12:30,CNR0007618,Incomplete,CUST50595,Prime Sedan,Powai,Koparkhairane,,,No,,No,,Yes,Customer Demand,,,,
2025-02-22 00:00:00,10:57:52,CNR0007619,Success,CUST58438,Prime Sedan,Ulwe,Khar,6.97,10.41,No,,No,,No,,556.79,29.49,3.66,3.94
2025-02-05 00:00:00,21:21:29,CNR0007620,Success,CUST82718,Bike,Nerul,Juhu,6.74,6.05,No,,No,,No,,966.48,5.88,4.58,4.67
2025-02-11 00:00:00,20:36:05,CNR0007621,Success,CUST90295,Auto,Marine Lines,Seawoods,2.71,8.35,No,,No,,No,,373.3,10.05,3.58,4.85
2025-02-13 00:00:00,21:04:30,CNR0007622,Cancelled by Customer,CUST10899,Auto,Mumbai Central,Santacruz,,,Yes,Driver asked to cancel,No,,No,,,,,
2025-02-27 00:00:00,01:32:20,CNR0007623,Success,CUST14022,Mini,Kandivali,Kalamboli,7.49,13,No,,No,,No,,822.35,10.24,3.87,4.42
2025-02-13 00:00:00,05:41:23,CNR0007624,Cancelled by Customer,CUST63423,Auto,Sion,Kalamboli,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
2025-02-03 00:00:00,23:16:24,CNR0007625,Cancelled by Customer,CUST41704,eBike,Airoli,Byculla,,,Yes,Wrong Address,No,,No,,,,,
2025-02-22 00:00:00,17:54:39,CNR0007626,Success,CUST16231,Mini,Lower Parel,Ghansoli,5.85,5.31,No,,No,,No,,300.72,9.1,3.97,4.46
2025-02-07 00:00:00,00:24:22,CNR0007627,Success,CUST21756,Prime Plus,Ghatkopar,Kandivali,7.02,14.71,No,,No,,No,,822.59,17.56,4.88,4.01
2025-02-21 00:00:00,09:52:17,CNR0007628,Success,CUST74087,Bike,Khar,Ulwe,6.7,5.36,No,,No,,No,,1408.63,26.35,4.16,3.55
2025-02-10 00:00:00,09:20:16,CNR0007629,Success,CUST65173,Prime Sedan,Mumbai Central,Borivali,8.14,9.25,No,,No,,No,,819.06,25.92,4.78,4.77
2025-02-16 00:00:00,03:07:46,CNR0007630,Incomplete,CUST96480,Mini,Lower Parel,Charni Road,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-15 00:00:00,16:36:53,CNR0007631,Success,CUST67868,eBike,Mira Road,Ghansoli,8.78,8.12,No,,No,,No,,1112.74,15.46,4.41,4.12
2025-02-01 00:00:00,23:04:15,CNR0007632,Cancelled by Customer,CUST45758,Bike,Bhayandar,Borivali,,,Yes,Wrong Address,No,,No,,,,,
2025-02-21 00:00:00,10:12:21,CNR0007633,Success,CUST47169,Prime SUV,Panvel,Andheri,5.14,13.77,No,,No,,No,,226.87,18,3.52,3.77
2025-02-02 00:00:00,01:49:25,CNR0007634,Success,CUST41153,Prime Sedan,Churchgate,Borivali,2.69,10.06,No,,No,,No,,869.67,10.21,4.46,4.07
2025-02-06 00:00:00,05:17:58,CNR0007635,Success,CUST20233,eBike,Marine Lines,Vile Parle,9.39,12.82,No,,No,,No,,1026.01,21.46,4.11,4.89
2025-02-17 00:00:00,12:34:29,CNR0007636,Success,CUST37770,eBike,Grant Road,Mulund,9.41,6.78,No,,No,,No,,433.52,3.37,3.85,4.42
2025-02-13 00:00:00,09:25:13,CNR0007637,Success,CUST92047,eBike,Vashi,Panvel,3.43,14.48,No,,No,,No,,970.01,2.58,3.89,3.54
2025-02-08 00:00:00,18:51:44,CNR0007638,Success,CUST70126,Mini,Matunga,Kandivali,9.79,4.7,No,,No,,No,,275.74,17.91,4.47,4.02
2025-02-17 00:00:00,20:58:31,CNR0007639,Success,CUST60561,Prime Sedan,Ghansoli,Goregaon,6.29,2.61,No,,No,,No,,1321.25,14.51,4.17,3.68
2025-02-19 00:00:00,23:26:21,CNR0007640,Cancelled by Customer,CUST22999,Bike,Ghansoli,Charni Road,,,Yes,Change of plans,No,,No,,,,,
2025-02-23 00:00:00,19:12:56,CNR0007641,Cancelled by Driver,CUST52110,Prime Plus,Santacruz,Prabhadevi,,,No,,Yes,Personal & Car related issues,No,,,,,
2025-02-19 00:00:00,22:23:48,CNR0007642,Success,CUST62552,Prime Sedan,Juhu,Sion,4.55,5.08,No,,No,,No,,396.51,21,4.31,4.62
2025-02-18 00:00:00,08:47:20,CNR0007643,Cancelled by Driver,CUST27754,Prime Plus,Malad,Kalamboli,,,No,,Yes,Customer related issue,No,,,,,
2025-02-01 00:00:00,08:07:57,CNR0007644,Success,CUST50198,Auto,Vile Parle,Panvel,6.03,9.61,No,,No,,No,,339.91,29.35,3.87,3.8
2025-02-26 00:00:00,07:29:17,CNR0007645,Success,CUST47957,Prime SUV,Kurla,Mira Road,6.36,2.56,No,,No,,No,,236.22,11.17,3.53,4.06
2025-02-01 00:00:00,01:15:08,CNR0007646,Success,CUST25447,eBike,Kurla,Kurla,8.7,12.28,No,,No,,No,,1493.88,14.06,4.89,4.68
2025-02-15 00:00:00,16:29:09,CNR0007647,Cancelled by Driver,CUST72119,Prime Plus,Koparkhairane,Parel,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-02 00:00:00,02:44:37,CNR0007648,Cancelled by Driver,CUST31318,Prime Plus,Malad,Bhayandar,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-22 00:00:00,04:45:27,CNR0007649,Success,CUST72442,eBike,Colaba,Sion,6.7,10.56,No,,No,,No,,1403.46,24.18,3.66,4.96
2025-02-01 00:00:00,09:04:29,CNR0007650,Cancelled by Customer,CUST98106,Bike,Bandra,Ulwe,,,Yes,Wrong Address,No,,No,,,,,
2025-02-13 00:00:00,18:22:24,CNR0007651,Cancelled by Customer,CUST57999,Auto,Seawoods,Kandivali,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
2025-02-22 00:00:00,08:39:08,CNR0007652,Incomplete,CUST96795,Auto,Vile Parle,Airoli,,,No,,No,,Yes,Customer Demand,,,,
2025-02-21 00:00:00,09:12:22,CNR0007653,Success,CUST18726,Auto,Charni Road,Mira Road,3.56,13.23,No,,No,,No,,480.06,7.72,4.83,4.2
2025-02-28 00:00:00,03:14:30,CNR0007654,Success,CUST56884,Bike,Kalyan,CBD Belapur,9.07,5.43,No,,No,,No,,768.36,4.87,4.62,4.37
2025-02-16 00:00:00,23:19:25,CNR0007655,Success,CUST48811,Prime SUV,Lower Parel,Byculla,3.46,12.09,No,,No,,No,,699.09,2.95,4.75,3.82
2025-02-21 00:00:00,13:48:17,CNR0007656,Success,CUST66381,Bike,Prabhadevi,Thane,6.05,2.88,No,,No,,No,,280.88,8.81,3.53,4.73
2025-02-25 00:00:00,20:23:43,CNR0007657,Success,CUST20400,Bike,Charni Road,Seawoods,9.12,2.72,No,,No,,No,,122.08,15.2,4.63,4.6
2025-02-03 00:00:00,18:37:17,CNR0007658,Success,CUST32740,Mini,Dadar,Borivali,5.74,12.47,No,,No,,No,,1347.96,14.76,4.12,3.53
2025-02-28 00:00:00,10:41:42,CNR0007659,Success,CUST77485,Prime SUV,Juhu,Mumbai Central,2.48,6.13,No,,No,,No,,938.12,7.79,4.68,4.98
2025-02-25 00:00:00,18:30:02,CNR0007660,Cancelled by Driver,CUST88207,Prime Sedan,Grant Road,Santacruz,,,No,,Yes,Personal & Car related issues,No,,,,,
2025-02-15 00:00:00,01:28:55,CNR0007661,Success,CUST13384,Prime SUV,Kalamboli,CBD Belapur,2.32,10.75,No,,No,,No,,352.38,18.99,3.63,3.74
2025-02-25 00:00:00,03:38:29,CNR0007662,Incomplete,CUST73442,Auto,Worli,Wadala,,,No,,No,,Yes,Customer Demand,,,,
2025-02-10 00:00:00,03:55:08,CNR0007663,Success,CUST81648,Prime Sedan,Lower Parel,Mumbai Central,2.23,4.39,No,,No,,No,,347.22,24.29,3.91,3.64
2025-02-12 00:00:00,21:18:30,CNR0007664,Cancelled by Driver,CUST47745,Mini,Ulwe,Santacruz,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-21 00:00:00,01:18:38,CNR0007665,Success,CUST92813,eBike,Nerul,Churchgate,9.2,5.17,No,,No,,No,,662.08,29.4,4.33,4.41
2025-02-28 00:00:00,00:10:36,CNR0007666,Cancelled by Driver,CUST95438,eBike,Mulund,Grant Road,,,No,,Yes,Customer related issue,No,,,,,
2025-02-14 00:00:00,17:44:24,CNR0007667,Cancelled by Driver,CUST91055,Prime Sedan,Grant Road,Bandra,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-17 00:00:00,11:57:56,CNR0007668,Cancelled by Driver,CUST98830,Prime Plus,Vashi,Kandivali,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-28 00:00:00,12:52:42,CNR0007669,Success,CUST20319,eBike,Kalyan,Malad,6.67,14.68,No,,No,,No,,1331.31,8.66,4.68,4.98
2025-02-16 00:00:00,07:56:58,CNR0007670,Incomplete,CUST86780,Mini,Wadala,Andheri,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-01 00:00:00,04:53:11,CNR0007671,Success,CUST77646,Bike,Kurla,Vashi,3.05,2.24,No,,No,,No,,1088.6,3.6,4.75,4.47
2025-02-14 00:00:00,13:20:34,CNR0007672,Success,CUST57820,Prime Sedan,Nerul,Kalyan,9.05,14.22,No,,No,,No,,354.41,19.42,4.73,4.99
2025-02-18 00:00:00,04:16:27,CNR0007673,Cancelled by Driver,CUST15458,Auto,Belapur,Andheri,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-20 00:00:00,04:31:22,CNR0007674,Cancelled by Driver,CUST24961,Bike,Andheri,Thane,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-20 00:00:00,02:39:15,CNR0007675,Success,CUST27596,Prime SUV,Thane,Bandra,4.1,13.8,No,,No,,No,,623.36,6.64,3.75,3.59
2025-02-02 00:00:00,10:10:49,CNR0007676,Success,CUST17912,Prime Plus,Vashi,Khar,9.01,4.93,No,,No,,No,,514.79,17.91,4.9,4.77
2025-02-11 00:00:00,19:09:30,CNR0007677,Success,CUST86278,Auto,Kurla,Colaba,6.2,6.62,No,,No,,No,,480.33,7.17,3.8,3.72
